CustomerKey,City,StateProvinceName,EnglishCountryRegionName,TotalOrders,TotalSales,AvgOrderValue,DaysSinceLastOrder
18192,North Sydney,New South Wales,Australia,2,63.97,21.3233,4317
18193,Lavender Bay,New South Wales,Australia,2,4145.54,1036.385,4329
18194,Perth,South Australia,Australia,2,85.96,28.6533,4326
18195,Lane Cove,New South Wales,Australia,2,94.47,31.49,4212
18196,Coffs Harbour,New South Wales,Australia,2,4133.24,1033.31,4309
18197,Darlinghurst,New South Wales,Australia,2,30.97,15.485,4280
18198,Darlinghurst,New South Wales,Australia,2,4143.25,1381.0833,4246
18199,Malabar,New South Wales,Australia,2,99.94,19.988,4360
18200,Port Macquarie,New South Wales,Australia,2,4150.53,830.106,4271
18201,Port Macquarie,New South Wales,Australia,2,4157.73,831.546,4254
18202,Townsville,Queensland,Australia,2,4143.26,2071.63,4223
18203,Milsons Point,New South Wales,Australia,2,4172.25,1390.75,4223
18204,Rockhampton,Queensland,Australia,2,4133.24,1033.31,4226
18205,Port Macquarie,New South Wales,Australia,2,6056.61,2018.87,4534
18206,Coffs Harbour,New South Wales,Australia,2,65.96,21.9866,4357
18207,Silverwater,New South Wales,Australia,2,6089.59,1217.918,4521
18208,Lavender Bay,New South Wales,Australia,2,6035.6,1508.9,4544
18209,Goulburn,New South Wales,Australia,2,6056.61,2018.87,4534
18210,Silverwater,New South Wales,Australia,2,6044.59,1208.918,4523
18211,Caloundra,Queensland,Australia,2,65.96,21.9866,4340
18212,St. Leonards,New South Wales,Australia,2,6029.57,2009.8566,4540
18213,Cloverdale,South Australia,Australia,2,6070.59,1214.118,4527
18214,Melbourne,Victoria,Australia,2,6093.2,1218.64,4532
18215,Rockhampton,Queensland,Australia,2,150.97,50.3233,4239
18216,Townsville,Queensland,Australia,2,38.92,12.9733,4235
18217,Hawthorne,Queensland,Australia,2,6056.61,2018.87,4531
18218,Wollongong,New South Wales,Australia,2,6021.62,3010.81,4534
18219,Wollongong,New South Wales,Australia,2,6038.56,1509.64,4524
18220,Brisbane,Queensland,Australia,2,6021.62,3010.81,4536
18221,Hawthorne,Queensland,Australia,2,45.95,11.4875,4305
18222,St. Leonards,New South Wales,Australia,2,6044.59,1208.918,4524
18223,Corvallis,Oregon,United States,1,39.98,19.99,4487
18224,Marysville,Washington,United States,1,2394.45,478.89,4234
18225,Marysville,Washington,United States,1,2349.96,469.992,4234
18226,Seattle,Washington,United States,1,1725.98,862.99,4250
18227,Lynnwood,Washington,United States,1,1729.97,576.6566,4271
18228,Santa Cruz,California,United States,1,1709.98,854.99,4266
18229,Burlingame,California,United States,1,1700.99,1700.99,4244
18230,Bellflower,California,United States,1,4.99,4.99,4217
18231,Berkeley,California,United States,1,2414.99,1207.495,4212
18232,Novato,California,United States,1,2369.97,592.4925,4231
18233,Olympia,Washington,United States,1,1732.26,433.065,4271
18234,Sedro Woolley,Washington,United States,1,1754.98,877.49,4263
18235,Beverly Hills,California,United States,1,39.98,19.99,4300
18236,Shawnee,British Columbia,Canada,1,2414.99,1207.495,4252
18237,Cliffside,British Columbia,Canada,1,2318.96,579.74,4270
18238,Caloundra,Queensland,Australia,2,6030.61,2010.2033,4518
18239,Malabar,New South Wales,Australia,2,6030.61,2010.2033,4546
18240,Melton,Victoria,Australia,2,6098.58,1016.43,4535
18241,Springwood,New South Wales,Australia,2,6058.21,1514.5525,4525
18242,Newcastle,New South Wales,Australia,2,6121.71,1224.342,4518
18243,Milsons Point,New South Wales,Australia,2,6058.21,1514.5525,4536
18244,East Brisbane,Queensland,Australia,2,6021.62,3010.81,4530
18245,Brisbane,Queensland,Australia,2,6021.62,3010.81,4308
18246,Springwood,New South Wales,Australia,2,6030.61,2010.2033,4537
18247,Melbourne,Victoria,Australia,2,84.96,28.32,4247
18248,Caloundra,Queensland,Australia,2,6037.89,1207.578,4487
18249,Perth,South Australia,Australia,2,6044.59,1208.918,4507
18250,Geelong,Victoria,Australia,2,6058.21,1514.5525,4513
18251,Geelong,Victoria,Australia,2,6035.6,1508.9,4509
18252,Bendigo,Victoria,Australia,2,6021.62,3010.81,4504
18253,Melbourne,Victoria,Australia,2,45.95,11.4875,4317
18254,Lane Cove,New South Wales,Australia,2,6021.62,3010.81,4509
18255,Geelong,Victoria,Australia,2,6067.2,1213.44,4331
18256,Brisbane,Queensland,Australia,2,98.96,24.74,4276
18257,Cranbourne,Victoria,Australia,2,115.95,28.9875,4313
18258,Matraville,New South Wales,Australia,2,45.95,11.4875,4241
18259,Melbourne,Victoria,Australia,2,30.97,15.485,4362
18260,Warrnambool,Victoria,Australia,2,6035.6,1508.9,4486
18261,Perth,South Australia,Australia,2,85.96,28.6533,4298
18262,Sydney,New South Wales,Australia,2,142.45,28.49,4186
18263,Coffs Harbour,New South Wales,Australia,2,126.94,25.388,4205
18264,Darlinghurst,New South Wales,Australia,2,69.97,23.3233,4252
18265,North Sydney,New South Wales,Australia,2,64.98,32.49,4240
18266,Melton,Victoria,Australia,2,72.26,18.065,4312
18267,Goulburn,New South Wales,Australia,2,64.98,32.49,4207
18268,South Melbourne,Victoria,Australia,2,6102.19,1017.0316,4304
18269,Hawthorne,Queensland,Australia,2,6113.2,1222.64,4283
18270,Wollongong,New South Wales,Australia,2,94.47,31.49,4351
18271,North Sydney,New South Wales,Australia,2,119.95,29.9875,4185
18272,Lavender Bay,New South Wales,Australia,2,6056.61,2018.87,4510
18273,Melbourne,Victoria,Australia,2,6104.21,1526.0525,4493
18274,Newcastle,New South Wales,Australia,2,30.97,15.485,4244
18275,Gold Coast,Queensland,Australia,2,6021.62,3010.81,4508
18276,Cranbourne,Victoria,Australia,2,6106.6,1526.65,4301
18277,Hawthorne,Queensland,Australia,2,6070.59,1214.118,4293
18278,Sunbury,Victoria,Australia,2,158.95,31.79,4346
18279,Wollongong,New South Wales,Australia,2,162.02,20.2525,4198
18280,Hobart,Tasmania,Australia,2,126.56,25.312,4187
18281,Milsons Point,New South Wales,Australia,2,6081.1,1520.275,4284
18282,Gold Coast,Queensland,Australia,2,30.97,15.485,4283
18283,Hobart,Tasmania,Australia,2,128.94,25.788,4178
18284,Hobart,Tasmania,Australia,2,6029.57,2009.8566,4486
18285,Newcastle,New South Wales,Australia,2,141.55,23.5916,4313
18286,Caloundra,Queensland,Australia,2,141.55,23.5916,4205
18287,Lavender Bay,New South Wales,Australia,2,72.16,14.432,4465
18288,Goulburn,New South Wales,Australia,2,6093.2,1218.64,4507
18289,Milsons Point,New South Wales,Australia,2,94.47,31.49,4163
18290,Darlinghurst,New South Wales,Australia,2,84.96,28.32,4244
18291,Melton,Victoria,Australia,2,30.97,15.485,4257
18292,South Melbourne,Victoria,Australia,2,39.25,9.8125,4268
18293,Rockhampton,Queensland,Australia,2,74.24,14.848,4512
18294,Sunbury,Victoria,Australia,2,78.26,26.0866,4222
18295,Brisbane,Queensland,Australia,2,144.27,48.09,4411
18296,Coffs Harbour,New South Wales,Australia,2,6117.69,1019.615,4496
18297,Milsons Point,New South Wales,Australia,2,6119.59,1223.918,4486
18298,North Ryde,New South Wales,Australia,2,24.27,12.135,4304
18299,Townsville,Queensland,Australia,2,32.22,10.74,4330
18300,Cloverdale,South Australia,Australia,2,64.88,21.6266,4317
18301,Sunbury,Victoria,Australia,2,6056.61,2018.87,4515
18302,Cranbourne,Victoria,Australia,2,6029.57,2009.8566,4507
18303,North Sydney,New South Wales,Australia,2,6030.61,2010.2033,4493
18304,Silverwater,New South Wales,Australia,2,26.56,8.8533,4177
18305,Warrnambool,Victoria,Australia,2,160.55,26.7583,4261
18306,Melbourne,Victoria,Australia,2,87.77,29.2566,4339
18307,Goulburn,New South Wales,Australia,2,6021.62,3010.81,4505
18308,South Melbourne,Victoria,Australia,2,6037.89,1207.578,4509
18309,Port Macquarie,New South Wales,Australia,2,6090.59,1218.118,4514
18310,Rhodes,New South Wales,Australia,1,21.49,21.49,4380
18311,El Cajon,California,United States,1,13.98,6.99,4194
18312,Daly City,California,United States,1,15.23,5.0766,4451
18313,Burlingame,California,United States,1,7.28,3.64,4209
18314,Langley,British Columbia,Canada,3,115.73,19.2883,4359
18315,Carol Stream,Illinois,United States,1,7.28,3.64,4365
18316,Olympia,Washington,United States,1,7.28,3.64,4245
18317,Shawnee,British Columbia,Canada,3,84.74,16.948,4159
18318,Lynnwood,Washington,United States,1,1760.47,586.8233,4269
18319,Rhodes,New South Wales,Australia,1,60.47,20.1566,4429
18320,Vancouver,British Columbia,Canada,3,223.19,22.319,4179
18321,Woodburn,Oregon,United States,1,12.94,6.47,4457
18322,Port Hammond,British Columbia,Canada,3,148.89,16.5433,4189
18323,Edmonds,Washington,United States,1,39.98,19.99,4343
18324,Langford,British Columbia,Canada,1,1735.98,867.99,4191
18325,Hobart,Tasmania,Australia,2,108.85,18.1416,4403
18326,Matraville,New South Wales,Australia,2,97.96,24.49,4169
18327,Berkeley,California,United States,1,13.98,6.99,4456
18328,Concord,California,United States,1,7.28,3.64,4261
18329,N. Vancouver,British Columbia,Canada,3,146.53,20.9328,4246
18330,Sunbury,Victoria,Australia,2,88.97,29.6566,4173
18331,Cranbourne,Victoria,Australia,2,4752.75,1584.25,4221
18332,Cranbourne,Victoria,Australia,2,4752.75,1584.25,4217
18333,Caloundra,Queensland,Australia,1,27.77,9.2566,4185
18334,Cloverdale,South Australia,Australia,2,4698.76,2349.38,4241
18335,Gold Coast,Queensland,Australia,2,6035.6,1508.9,4219
18336,Malabar,New South Wales,Australia,2,6145.07,877.8671,4190
18337,Townsville,Queensland,Australia,2,6021.62,3010.81,4206
18338,Warrnambool,Victoria,Australia,2,6124.58,1020.7633,4197
18339,Bellflower,California,United States,1,13.98,6.99,4257
18340,Berkeley,California,United States,1,39.98,19.99,4231
18341,Coronado,California,United States,1,67.93,22.6433,4166
18342,National City,California,United States,1,39.98,19.99,4397
18343,Oakland,California,United States,1,39.98,19.99,4315
18344,Woodland Hills,California,United States,1,1759.97,586.6566,4251
18345,Metchosin,British Columbia,Canada,2,115.47,38.49,4239
18346,Imperial Beach,California,United States,1,13.98,6.99,4492
18347,Palo Alto,California,United States,1,39.98,19.99,4344
18348,San Gabriel,California,United States,1,29.48,14.74,4487
18349,Spring Valley,California,United States,1,39.98,19.99,4459
18350,West Covina,California,United States,1,1735.98,867.99,4250
18351,Burlingame,California,United States,1,2319.99,2319.99,4216
18352,Chula Vista,California,United States,1,2334.98,778.3266,4230
18353,Renton,Washington,United States,1,2316.97,1158.485,4232
18354,Burlingame,California,United States,1,132.94,44.3133,4430
18355,Haney,British Columbia,Canada,2,150.95,37.7375,4188
18356,Sooke,British Columbia,Canada,2,149.91,37.4775,4180
18357,Issaquah,Washington,United States,1,2309.97,769.99,4239
18358,Downey,California,United States,1,39.98,19.99,4443
18359,Newport Beach,California,United States,1,68.49,34.245,4167
18360,Santa Cruz,California,United States,1,1750.98,875.49,4271
18361,West Covina,California,United States,1,1750.98,875.49,4263
18362,Cliffside,British Columbia,Canada,1,1725.21,345.042,4209
18363,Cliffside,British Columbia,Canada,1,1700.99,1700.99,4189
18364,Edmonds,Washington,United States,1,124.99,62.495,4474
18365,Renton,Washington,United States,1,39.98,19.99,4389
18366,La Jolla,California,United States,1,1775.47,591.8233,4255
18367,Rhodes,New South Wales,Australia,1,21.49,21.49,4162
18368,Cliffside,British Columbia,Canada,1,1754.98,877.49,4190
18369,Chula Vista,California,United States,1,1725.98,862.99,4258
18370,Santa Cruz,California,United States,1,1700.99,1700.99,4256
18371,Lynnwood,Washington,United States,1,1754.98,877.49,4260
18372,Westminster,British Columbia,Canada,1,1760.47,586.8233,4197
18373,Beaverton,Oregon,United States,1,1763.97,587.99,4257
18374,Puyallup,Washington,United States,1,12.94,6.47,4467
18375,Redwood City,California,United States,1,2344.96,586.24,4189
18376,Novato,California,United States,1,2369.97,592.4925,4193
18377,Metchosin,British Columbia,Canada,1,2394.97,598.7425,4264
18378,Santa Monica,California,United States,1,2439.99,1219.995,4208
18379,Port Hammond,British Columbia,Canada,1,2362.27,590.5675,4245
18380,Milwaukie,Oregon,United States,1,12.94,6.47,4357
18381,Chula Vista,California,United States,1,2359.46,589.865,4200
18382,Langley,British Columbia,Canada,2,204.94,40.988,4273
18383,Marysville,Washington,United States,1,13.98,6.99,4329
18384,Port Orchard,Washington,United States,1,103.48,34.4933,4503
18385,Burbank,California,United States,1,4.99,4.99,4164
18386,El Cajon,California,United States,1,2309.97,769.99,4199
18387,National City,California,United States,1,4.99,4.99,4450
18388,Spring Valley,California,United States,1,2337.27,584.3175,4190
18389,Cliffside,British Columbia,Canada,1,2401.45,600.3625,4260
18390,Cliffside,British Columbia,Canada,2,141.96,47.32,4237
18391,N. Vancouver,British Columbia,Canada,2,100.96,33.6533,4448
18392,Royal Oak,British Columbia,Canada,1,2342.93,585.7325,4251
18393,Lake Oswego,Oregon,United States,1,2294.99,2294.99,4207
18394,Renton,Washington,United States,1,2297.28,1148.64,4193
18395,Woodburn,Oregon,United States,1,2374.98,1187.49,4203
18396,Yakima,Washington,United States,1,29.48,14.74,4287
18397,Byron,Georgia,United States,1,4.99,4.99,4232
18398,Colma,California,United States,1,2350.96,783.6533,4199
18399,Concord,California,United States,1,2334.97,778.3233,4206
18400,Grossmont,California,United States,1,2409.95,401.6583,4181
18401,Metchosin,British Columbia,Canada,1,2294.99,2294.99,4243
18402,Ballard,Washington,United States,1,4.99,4.99,4302
18403,Ballard,Washington,United States,1,2318.96,579.74,4183
18404,Chehalis,Washington,United States,1,4.99,4.99,4287
18405,Berkeley,California,United States,1,4.99,4.99,4340
18406,Imperial Beach,California,United States,1,2354.99,1177.495,4185
18407,Westminster,British Columbia,Canada,2,63.25,15.8125,4255
18408,Burien,Washington,United States,1,12.94,6.47,4233
18409,Bellflower,California,United States,1,1728.27,576.09,4271
18410,Imperial Beach,California,United States,1,58.98,29.49,4270
18411,Westminster,British Columbia,Canada,2,56.96,18.9866,4340
18412,El Cajon,California,United States,1,2319.99,2319.99,4189
18413,Imperial Beach,California,United States,1,2395.96,798.6533,4185
18414,Beaverton,Oregon,United States,1,1760.47,586.8233,4263
18415,Burlingame,California,United States,1,2454.98,613.745,4186
18416,Portland,Oregon,United States,1,2369.96,592.49,4205
18417,Beverly Hills,California,United States,1,39.98,19.99,4328
18418,Concord,California,United States,1,2322.28,1161.14,4181
18419,El Cajon,California,United States,1,39.98,19.99,4162
18420,San Carlos,California,United States,1,2414.99,1207.495,4202
18421,San Diego,California,United States,1,4.99,4.99,4244
18422,Torrance,California,United States,1,2351.96,783.9866,4201
18423,San Carlos,California,United States,1,4.99,4.99,4459
18424,Fremont,California,United States,1,4.99,4.99,4476
18425,El Cajon,California,United States,1,4.99,4.99,4289
18426,Fremont,California,United States,1,2362.27,590.5675,4184
18427,Lebanon,Oregon,United States,1,2334.46,583.615,4198
18428,Portland,Oregon,United States,1,2332.28,777.4266,4201
18429,Tacoma,Washington,United States,1,2341.97,1170.985,4200
18430,W. Linn,Oregon,United States,1,1775.47,591.8233,4248
18431,Lemon Grove,California,United States,1,1754.98,877.49,4250
18432,Burlingame,California,United States,1,2350.96,783.6533,4202
18433,Oak Bay,British Columbia,Canada,1,2329.98,1164.99,4258
18434,Burlingame,California,United States,1,4.99,4.99,4182
18435,Walla Walla,Washington,United States,1,2376.96,792.32,4202
18436,Santa Monica,California,United States,1,2294.99,2294.99,4196
18437,Long Beach,California,United States,1,2359.98,786.66,4206
18438,Colma,California,United States,1,1709.98,854.99,4247
18439,Marysville,Washington,United States,1,1700.99,1700.99,4268
18440,Colma,California,United States,1,1775.47,591.8233,4256
18441,Beverly Hills,California,United States,1,2380.47,793.49,4197
18442,Marysville,Washington,United States,1,2312.26,578.065,4194
18443,East Brisbane,Queensland,Australia,1,60.47,20.1566,4192
18444,Hervey Bay,Queensland,Australia,1,25.48,12.74,4180
18445,Malabar,New South Wales,Australia,1,21.49,21.49,4381
18446,Malabar,New South Wales,Australia,1,21.49,21.49,4278
18447,Lane Cove,New South Wales,Australia,1,21.49,21.49,4406
18448,Long Beach,California,United States,1,1735.98,867.99,4257
18449,Cliffside,British Columbia,Canada,2,100.94,20.188,4358
18450,Newcastle,New South Wales,Australia,1,25.48,12.74,4241
18451,South Melbourne,Victoria,Australia,1,75.47,25.1566,4218
18452,Bendigo,Victoria,Australia,2,4752.75,1584.25,4230
18453,Corvallis,Oregon,United States,1,4.99,4.99,4235
18454,Burbank,California,United States,1,68.49,34.245,4514
18455,Coronado,California,United States,1,64.47,21.49,4223
18456,Grossmont,California,United States,1,12.94,6.47,4235
18457,Wollongong,New South Wales,Australia,2,4826.23,804.3716,4202
18458,Melbourne,Victoria,Australia,2,4733.75,1577.9166,4196
18459,Concord,California,United States,1,588.96,147.24,4391
18460,Santa Cruz,California,United States,1,2341.97,1170.985,4204
18461,Springwood,New South Wales,Australia,2,4748.24,1187.06,4202
18462,Sunbury,Victoria,Australia,2,4752.75,1584.25,4197
18463,Lane Cove,New South Wales,Australia,2,4726.04,1181.51,4207
18464,Newcastle,New South Wales,Australia,2,4698.76,2349.38,4192
18465,Sunbury,Victoria,Australia,2,4752.75,1584.25,4191
18466,Perth,South Australia,Australia,2,97.96,24.49,4169
18467,Gold Coast,Queensland,Australia,2,5279.26,2639.63,4543
18468,Goulburn,New South Wales,Australia,2,5333.25,1777.75,4540
18469,Melbourne,Victoria,Australia,2,6021.62,3010.81,4498
18470,Melton,Victoria,Australia,2,6021.62,3010.81,4513
18471,Burien,Washington,United States,1,539.99,539.99,4344
18472,Puyallup,Washington,United States,1,79.47,26.49,4174
18473,La Jolla,California,United States,1,127.28,42.4266,4325
18474,Long Beach,California,United States,1,39.98,19.99,4268
18475,Yakima,Washington,United States,1,616.91,123.382,4358
18476,Berkeley,California,United States,1,616.91,123.382,4358
18477,Lincoln Acres,California,United States,1,13.98,6.99,4489
18478,Bellflower,California,United States,1,2380.47,793.49,4202
18479,Burien,Washington,United States,1,2351.96,783.9866,4191
18480,Burlingame,California,United States,1,2329.99,1164.995,4191
18481,Colma,California,United States,1,2318.96,579.74,4205
18482,Coffs Harbour,New South Wales,Australia,2,6030.61,2010.2033,4508
18483,Perth,South Australia,Australia,2,6056.61,2018.87,4499
18484,Darlinghurst,New South Wales,Australia,2,6093.2,1218.64,4507
18485,Melbourne,Victoria,Australia,2,6063.21,1515.8025,4486
18486,St. Leonards,New South Wales,Australia,2,6021.62,3010.81,4481
18487,Sunbury,Victoria,Australia,2,6021.62,3010.81,4465
18488,Townsville,Queensland,Australia,2,6056.61,2018.87,4480
18489,Silverwater,New South Wales,Australia,2,6081.1,1520.275,4482
18490,Hervey Bay,Queensland,Australia,2,6029.57,2009.8566,4458
18491,Darlinghurst,New South Wales,Australia,2,6056.61,2018.87,4455
18492,St. Leonards,New South Wales,Australia,2,218.26,54.565,4328
18493,Malabar,New South Wales,Australia,2,6029.57,2009.8566,4465
18494,Goulburn,New South Wales,Australia,2,6037.89,1207.578,4474
18495,Melbourne,Victoria,Australia,2,6021.62,3010.81,4466
18496,Hervey Bay,Queensland,Australia,2,6121.71,1224.342,4466
18497,Woodburn,Oregon,United States,1,2329.98,1164.99,4199
18498,Redwood City,California,United States,1,54.98,27.49,4292
18499,Burien,Washington,United States,1,4.99,4.99,4160
18500,Corvallis,Oregon,United States,1,39.98,19.99,4198
18501,Walla Walla,Washington,United States,1,1750.98,875.49,4268
18502,Chula Vista,California,United States,1,1760.47,586.8233,4266
18503,Santa Cruz,California,United States,1,123.98,61.99,4153
18504,Burlingame,California,United States,1,128.97,42.99,4353
18505,San Francisco,California,United States,1,13.98,6.99,4157
18506,Langley,British Columbia,Canada,2,101.94,20.388,4267
18507,San Francisco,California,United States,1,103.48,34.4933,4175
18508,Berkeley,California,United States,1,2359.96,589.99,4196
18509,Palo Alto,California,United States,1,59.98,29.99,4402
18510,West Covina,California,United States,1,4.99,4.99,4422
18511,National City,California,United States,1,2465.93,410.9883,4194
18512,Lincoln Acres,California,United States,1,2349.98,1174.99,4203
18513,Burlingame,California,United States,1,2341.97,1170.985,4204
18514,Bellflower,California,United States,1,2389.96,597.49,4202
18515,Milwaukie,Oregon,United States,1,2396.94,399.49,4194
18516,Renton,Washington,United States,1,2404.91,601.2275,4183
18517,Issaquah,Washington,United States,1,78.98,39.49,4284
18518,Lynnwood,Washington,United States,1,2379.95,594.9875,4187
18519,Bellflower,California,United States,1,2362.27,590.5675,4202
18520,Chula Vista,California,United States,1,78.98,39.49,4437
18521,Chula Vista,California,United States,1,119.98,59.99,4466
18522,Long Beach,California,United States,1,69.99,69.99,4460
18523,Metchosin,British Columbia,Canada,2,160.94,32.188,4327
18524,Port Hammond,British Columbia,Canada,2,195.95,48.9875,4207
18525,Metchosin,British Columbia,Canada,1,1735.98,867.99,4203
18526,San Francisco,California,United States,1,2317.92,579.48,4185
18527,Tacoma,Washington,United States,1,2319.99,2319.99,4210
18528,Lakewood,California,United States,1,2381.94,476.388,4204
18529,Chantilly,Virginia,United States,1,39.98,19.99,4150
18530,Sedro Woolley,Washington,United States,1,113.97,37.99,4494
18531,Imperial Beach,California,United States,1,4.99,4.99,4291
18532,Issaquah,Washington,United States,1,2345.22,469.044,4193
18533,West Covina,California,United States,1,2405.47,801.8233,4186
18534,Seattle,Washington,United States,1,54.98,27.49,4481
18535,Cliffside,British Columbia,Canada,2,51.97,25.985,4153
18536,National City,California,United States,1,54.98,27.49,4231
18537,Beverly Hills,California,United States,1,2294.99,2294.99,4203
18538,Issaquah,Washington,United States,1,2319.99,2319.99,4186
18539,Grossmont,California,United States,1,2356.95,589.2375,4183
18540,Fremont,California,United States,1,2401.45,600.3625,4184
18541,Westminster,British Columbia,Canada,2,94.26,31.42,4266
18542,Burien,Washington,United States,1,123.98,61.99,4354
18543,Grossmont,California,United States,1,1735.98,867.99,4261
18544,Victoria,British Columbia,Canada,1,1155.48,577.74,4542
18545,Kirkland,Washington,United States,1,1725.98,862.99,4265
18546,Clarkston,Georgia,United States,1,29.48,14.74,4440
18547,San Carlos,California,United States,1,2351.96,783.9866,4185
18548,National City,California,United States,1,1754.98,877.49,4264
18549,Victoria,British Columbia,Canada,1,1169.46,292.365,4492
18550,Spring Valley,California,United States,1,64.47,21.49,4203
18551,Everett,Washington,United States,1,1709.98,854.99,4271
18552,Concord,California,United States,1,4.99,4.99,4467
18553,Lake Oswego,Oregon,United States,1,1700.99,1700.99,4265
18554,Port Hammond,British Columbia,Canada,2,155.45,31.09,4450
18555,Torrance,California,United States,1,4.99,4.99,4170
18556,Concord,California,United States,1,1700.99,1700.99,4242
18557,Cliffside,British Columbia,Canada,1,1179.47,393.1566,4501
18558,Renton,Washington,United States,1,1750.98,875.49,4253
18559,Sedro Woolley,Washington,United States,1,1735.98,867.99,4250
18560,Burbank,California,United States,1,2366.96,788.9866,4204
18561,Colma,California,United States,1,2389.96,597.49,4182
18562,Novato,California,United States,1,1732.26,433.065,4260
18563,Palo Alto,California,United States,1,1750.98,875.49,4214
18564,Grossmont,California,United States,1,1714.97,571.6566,4241
18565,Lebanon,Oregon,United States,1,1789.45,357.89,4217
18566,Daly City,California,United States,1,2379.48,793.16,4194
18567,San Gabriel,California,United States,1,1700.99,1700.99,4223
18568,El Cajon,California,United States,1,1732.26,433.065,4223
18569,Salem,Oregon,United States,1,4.99,4.99,4506
18570,Langford,British Columbia,Canada,1,1174.48,587.24,4475
18571,Vancouver,British Columbia,Canada,1,1120.49,1120.49,4465
18572,Berkeley,California,United States,1,13.98,6.99,4411
18573,Sooke,British Columbia,Canada,2,83.74,16.748,4364
18574,Los Angeles,California,United States,1,39.98,19.99,4455
18575,Downey,California,United States,1,78.98,39.49,4255
18576,Woodland Hills,California,United States,1,78.98,39.49,4223
18577,San Carlos,California,United States,1,69.99,69.99,4479
18578,Novato,California,United States,1,2351.96,783.9866,4199
18579,Beaverton,Oregon,United States,1,69.99,69.99,4242
18580,Langley,British Columbia,Canada,1,1170.48,585.24,4440
18581,Clackamas,Oregon,United States,1,2351.96,783.9866,4197
18582,Marysville,Washington,United States,1,2318.96,579.74,4192
18583,Redmond,Washington,United States,1,119.98,59.99,4504
18584,Seattle,Washington,United States,1,123.98,61.99,4476
18585,Bellflower,California,United States,1,78.98,39.49,4243
18586,Grossmont,California,United States,1,2322.28,1161.14,4183
18587,Burien,Washington,United States,1,69.99,69.99,4253
18588,Seattle,Washington,United States,1,119.98,59.99,4267
18589,Bremerton,Washington,United States,1,1768.96,442.24,4224
18590,Burbank,California,United States,1,119.98,59.99,4401
18591,Long Beach,California,United States,1,119.98,59.99,4478
18592,Milwaukie,Oregon,United States,1,2294.99,2294.99,4210
18593,Renton,Washington,United States,1,69.99,69.99,4480
18594,Burbank,California,United States,1,2325.96,775.32,4193
18595,Oak Bay,British Columbia,Canada,1,2329.99,1164.995,4244
18596,Colma,California,United States,1,1775.47,591.8233,4222
18597,Torrance,California,United States,1,1760.47,586.8233,4223
18598,San Carlos,California,United States,1,1700.99,1700.99,4223
18599,Issaquah,Washington,United States,1,78.98,39.49,4413
18600,Langford,British Columbia,Canada,2,51.97,25.985,4348
18601,Coronado,California,United States,1,69.99,69.99,4466
18602,Imperial Beach,California,United States,1,119.98,59.99,4443
18603,Metchosin,British Columbia,Canada,1,1205.47,401.8233,4449
18604,Langley,British Columbia,Canada,2,59.25,14.8125,4192
18605,Burien,Washington,United States,1,1735.98,867.99,4236
18606,Port Orchard,Washington,United States,1,1750.98,875.49,4228
18607,Oregon City,Oregon,United States,1,1750.98,875.49,4213
18608,Woodland Hills,California,United States,1,1714.97,571.6566,4214
18609,Portland,Oregon,United States,1,1785.97,595.3233,4224
18610,Concord,California,United States,1,2297.28,1148.64,4183
18611,Salem,Oregon,United States,1,2391.94,478.388,4204
18612,Downey,California,United States,1,119.98,59.99,4311
18613,Downey,California,United States,1,2341.97,1170.985,4193
18614,Newport Beach,California,United States,1,2319.99,2319.99,4189
18615,West Covina,California,United States,1,2334.97,778.3233,4196
18616,Oakland,California,United States,1,1729.97,576.6566,4213
18617,Shawnee,British Columbia,Canada,1,1147.77,382.59,4441
18618,Paris,Seine (Paris),France,1,32.28,16.14,4157
18619,Salzgitter,Hessen,Germany,1,38.98,19.49,4349
18620,Reading,England,United Kingdom,2,3001.0425,1000.3475,4194
18621,Wokingham,England,United Kingdom,2,3033.33,1011.11,4475
18622,Berks,England,United Kingdom,1,64.97,21.6566,4215
18623,Metz,Moselle,France,1,37.27,12.4233,4321
18624,Tremblay-en-France,Seine Saint Denis,France,1,29.99,29.99,4483
18625,London,England,United Kingdom,2,2753.8225,550.7645,4251
18626,Frankfurt,Bayern,Germany,3,4644.7475,774.1245,4239
18627,London,England,United Kingdom,2,3027.32,756.83,4364
18628,Colomiers,Garonne (Haute),France,1,128.95,25.79,4390
18629,Newcastle upon Tyne,England,United Kingdom,1,24.99,24.99,4311
18630,Paris,Seine (Paris),France,1,48.97,16.3233,4193
18631,York,England,United Kingdom,1,24.99,24.99,4205
18632,High Wycombe,England,United Kingdom,1,32.27,10.7566,4492
18633,Watford,England,United Kingdom,2,2793.5025,465.5837,4255
18634,Chatou,Yveline,France,2,2427.3682,606.842,4243
18635,Bonn,Nordrhein-Westfalen,Germany,1,162.99,81.495,4498
18636,Braunschweig,Nordrhein-Westfalen,Germany,1,58.98,29.49,4303
18637,Metchosin,British Columbia,Canada,2,121.94,24.388,4244
18638,Kirkland,Washington,United States,1,1760.47,586.8233,4217
18639,Portland,Oregon,United States,1,1700.99,1700.99,4213
18640,Issaquah,Washington,United States,1,39.98,19.99,4476
18641,Cliffside,British Columbia,Canada,1,1120.49,1120.49,4447
18642,Royal Oak,British Columbia,Canada,2,216.4,24.0444,4173
18643,Santa Monica,California,United States,1,2319.99,2319.99,4198
